,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
water,0.0,0.0,0.8947519063949585,0.0,0.0,0.0,0.0,0.989227294921875,0.9898645877838135,0.0,0.9915436506271362,0.922805905342102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9921081066131592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9864010214805603,0.0,0.8624536991119385,0.8881227970123291,0.9864010214805603,0.9944612383842468,0.9872448444366455,0.9951387643814087,0.0,0.8909989595413208,0.8411610126495361,0.0,0.9021753072738647,0.0,0.9180715680122375,0.9941472411155701,0.9954125881195068,0.9971311092376709,0.9864587783813477,0.9909653663635254,0.9935569763183594,0.0,0.9399272203445435,0.9901182055473328,0.0,0.9281797409057617,0.0,0.9927397966384888,0.0,0.9648380875587463,0.9742111563682556,0.980399489402771,0.9922076463699341,0.9928170442581177,0.0,0.0,0.9933593273162842,0.9890739917755127,0.9344126582145691,0.0,0.9538640975952148,0.0,0.0,0.0,0.0,0.0,0.0,0.991890549659729,0.9919404983520508,0.959662914276123,0.9924451112747192,0.9955069422721863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9482656717300415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8943527936935425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972283840179443,0.0,0.0,0.0,0.0,0.949835479259491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
car,0.0,0.0,0.0,0.9455836415290833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9033292531967163,0.0,0.0,0.0,0.0,0.8619783520698547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
music,0.0,0.0,0.0,0.9228248596191406,0.0,0.0,0.9579432010650635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8419876098632812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9421827793121338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8820669651031494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9397426843643188,0.0,0.0,0.0,0.8865039348602295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8827114105224609,0.0,0.0,0.0,0.0,0.0,0.9539539813995361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8174184560775757,0.7624802589416504,0.0,0.0,0.943146824836731,0.9709341526031494,0.8935012817382812,0.0,0.9081974029541016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8562564849853516,0.8601771593093872,0.0,0.0,0.9016903638839722,0.0,0.0,0.0,0.0,0.0,0.9449173808097839,0.0,0.0,0.0,0.0,0.927425742149353,0.9457554817199707,0.8331040143966675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914793074131012,0.0,0.0,0.0,0.0,0.0,0.0
man,0.0,0.0,0.0,0.8958032131195068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8714579343795776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.905968189239502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8900164365768433,0.9615335464477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8699536323547363,0.0,0.0,0.0,0.9537217020988464,0.0,0.0,0.0,0.9603471755981445,0.0,0.0,0.0,0.0,0.0,0.0,0.9432308077812195,0.8865739107131958,0.0,0.0,0.0,0.0,0.0,0.0,0.8041301965713501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9103552103042603,0.0,0.0,0.9061470627784729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8714579343795776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.905968189239502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8682360649108887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8703452348709106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8556894063949585,0.0,0.0,0.9496903419494629,0.0,0.9235926866531372,0.0,0.0
vehicle,0.0,0.0,0.0,0.8524143695831299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9101144075393677,0.0,0.8959410190582275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8703687191009521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
park,0.0,0.0,0.0,0.0,0.9785789251327515,0.9923434257507324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.938672661781311,0.8603057861328125,0.9121898412704468,0.9233919382095337,0.9397614002227783,0.8813878297805786,0.9504387974739075,0.9535965919494629,0.7872635126113892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.892572283744812,0.0,0.0,0.9213669300079346,0.0,0.0,0.0,0.0,0.8601325750350952,0.0,0.0,0.0,0.0,0.0,0.9797910451889038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9755638837814331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9755638837814331,0.0,0.9642919898033142,0.0,0.0,0.9385173916816711,0.0,0.0,0.0,0.8946115374565125,0.0,0.9617989659309387,0.0,0.0,0.0,0.0,0.0,0.0,0.9313687086105347,0.8278189897537231,0.9704593420028687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9397614002227783,0.8813878297805786,0.0,0.0,0.8939828872680664,0.0,0.0,0.7804542183876038,0.9578911066055298,0.9797910451889038,0.9504387974739075,0.0,0.9289988279342651,0.0,0.0,0.9870213270187378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9271764159202576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.829571545124054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9172833561897278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9210174083709717,0.0
flower,0.0,0.0,0.0,0.0,0.9560339450836182,0.98113614320755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967548131942749,0.9350922107696533,0.9905290603637695,0.0,0.8821858167648315,0.9862971305847168,0.0,0.0,0.9591026306152344,0.8920279741287231,0.9853516817092896,0.0,0.9914600849151611,0.9311152696609497,0.804396390914917,0.9916689395904541,0.9566366672515869,0.9422357082366943,0.9899007081985474,0.973132312297821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9248220324516296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9256576299667358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9964483976364136,0.0,0.9953468441963196,0.9942888021469116,0.9256576299667358,0.0,0.0,0.958024263381958,0.9486707448959351,0.0,0.0,0.9991775751113892,0.9232975840568542,0.0,0.9816216230392456,0.9974968433380127,0.9365487098693848,0.9002852439880371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8821858167648315,0.9862971305847168,0.0,0.0,0.0,0.0,0.0,0.9851223230361938,0.0,0.9248220324516296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8626822233200073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall,0.0,0.0,0.0,0.0,0.9319279193878174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9838658571243286,0.0,0.0,0.999619722366333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9674174785614014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9864456057548523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.970219075679779,0.0,0.0,0.9864456057548523,0.9485330581665039,0.9521228075027466,0.0,0.0,0.0,0.0,0.0,0.9374450445175171,0.0,0.0,0.0,0.0,0.9094526767730713,0.0,0.0,0.0,0.0,0.9915743470191956,0.9838742017745972,0.9999367594718933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9838658571243286,0.0,0.0,0.0,0.8255022764205933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8857018947601318,0.0,0.0,0.9883855581283569,0.0,0.0,0.0,0.0,0.9880913496017456,0.9777181148529053,0.0,0.0,0.0,0.0,0.9214264154434204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9896299839019775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8225442171096802,0.0,0.0,0.0,0.9041248559951782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9367920756340027,0.8719685077667236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9513882398605347,0.9797181487083435,0.0,0.0
grass,0.0,0.0,0.0,0.0,0.9049246311187744,0.9755213856697083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990696907043457,0.8325745463371277,0.8832323551177979,0.9982657432556152,0.8789681792259216,0.0,0.0,0.0,0.0,0.0,0.8714500665664673,0.0,0.0,0.9682526588439941,0.0,0.0,0.0,0.0,0.0,0.0,0.8884531855583191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9829986095428467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8756037950515747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9898843765258789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8789681792259216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9829986095428467,0.0,0.0,0.0,0.0,0.0,0.9841518402099609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9653099775314331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9822967052459717,0.9041711091995239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8963261842727661,0.0
season,0.0,0.0,0.0,0.0,0.8522094488143921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79659503698349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9280420541763306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9280420541763306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relaxation,0.0,0.0,0.0,0.0,0.839255154132843,0.912520706653595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9930340051651001,0.0,0.0,0.9705947041511536,0.0,0.0,0.0,0.9374128580093384,0.0,0.0,0.941972017288208,0.9192756414413452,0.0,0.89324951171875,0.0,0.0,0.0,0.0,0.0,0.9466816782951355,0.0,0.0,0.8352144956588745,0.0,0.0,0.0,0.0,0.8779467344284058,0.0,0.0,0.94684237241745,0.0,0.0,0.0,0.9852833151817322,0.9662903547286987,0.9607512950897217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9040611982345581,0.0,0.9520702362060547,0.0,0.0,0.0,0.0,0.0,0.9671638011932373,0.0,0.0,0.0,0.0,0.0,0.9200713634490967,0.9165482521057129,0.8814560174942017,0.9965724945068359,0.0,0.0,0.0,0.0,0.9032900929450989,0.0,0.0,0.9745023846626282,0.0,0.0,0.8939993381500244,0.0,0.0,0.0,0.976357638835907,0.0,0.0,0.9406465291976929,0.9310429692268372,0.0,0.0,0.0,0.0,0.0,0.0,0.8516204357147217,0.0,0.0,0.0,0.9092854261398315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9586708545684814,0.882948100566864,0.0,0.9425045251846313,0.94684237241745,0.0,0.0,0.8906113505363464,0.0,0.0,0.952164888381958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9611393809318542,0.0,0.8835525512695312,0.9387354850769043,0.0,0.0,0.0,0.0,0.0,0.0,0.9158935546875,0.0,0.0,0.9341149926185608,0.0,0.0,0.0,0.9491910934448242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9136717319488525,0.0,0.8838248252868652,0.0,0.0,0.0,0.0,0.0,0.0,0.8997490406036377,0.846933901309967,0.0,0.0,0.0,0.0
bright,0.0,0.0,0.0,0.0,0.8176108598709106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9327479600906372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8343429565429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8343429565429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf,0.0,0.0,0.0,0.0,0.8167992830276489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8641993999481201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9389979839324951,0.0,0.0,0.8987994194030762,0.9385712742805481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9721908569335938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9296390414237976,0.9087843894958496,0.0,0.9721908569335938,0.0,0.0,0.0,0.0,0.0,0.0,0.9766957759857178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9966283440589905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8641993999481201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
color,0.0,0.0,0.0,0.0,0.7773513793945312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81743323802948,0.0,0.0,0.9053475856781006,0.0,0.0,0.7912716865539551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8470443487167358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889697790145874,0.8470443487167358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8970837593078613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7609261870384216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
